video_id,comment,author,language,sport
tfevLUYOxoY,Thanks for filming hairs,@SimonFrieling,en,
tfevLUYOxoY,"神は💫彼女の戦う力を信じ、祝福を与えてくれました⛪🙏
godの力を💫感じました🙏
尊く、清らかな✨歌姫💫🌻💐
お帰りなさい😃💓
thank god for today🌻
beautiful voice🎼
we love you forever(""⌒∇⌒"")💐",@user-bb5qv6zq8y,en,
tfevLUYOxoY,she changed ma vie,@a0b0,en,
tfevLUYOxoY,La gentillesse même 😊❤,@rodolphealaux6168,fr,
SVAi-yxvdEw,Pakistan won it,@KhizarHayat-m5h,tl,
SVAi-yxvdEw,❤❤❤❤😂,@babyyoda1081,unknown,
SVAi-yxvdEw,Congratulations !!!!!!!!!!!!!,@AidenLiao,en,
SVAi-yxvdEw,"Olympics should be banned from being held western cities 
what about holding Olympics in poorer countries  - cities with money pooled  by the “ richer” ones 
Each Olympics will boost infrastructure there",@maheshm5463,en,
SVAi-yxvdEw,Unboxing an olympics gold medal💀,@ZulquarPlays0207,en,
SVAi-yxvdEw,How the eivel tower looked like now: 🧀,@mr_rblx_shrts,en,
SVAi-yxvdEw,At least he did not annoy me with a sponsorship,@georgiaram1465,en,
SVAi-yxvdEw,THAT SHITS GOATED WOW WHAT WHAT WOW WTF!!!!,@MurderHornetGD,de,
SVAi-yxvdEw,Thats A NICE Secret,@MurderHornetGD,en,
SVAi-yxvdEw,Gold medal isn't gold anymore,@piotrk3911,cy,
XS717oc_8T4,Harris Donna Young Anthony Lopez Cynthia,@DonaldParrino-r5m,en,
XS717oc_8T4,The worst Olympics Ceremony in the History of the Games!,@St.MichaelPrayforus,en,
XS717oc_8T4,"The opening ceremony was great ! Lot of french history, french arts. Foreign tv had memos to explain each scene but they preferred not to even read those. Sorry for you",@brigittelacour5055,en,
XS717oc_8T4,Huehue louuuuuvre,@J.beenhim_,fi,
XS717oc_8T4,Got the Chicago derozan jersey when he’s not on the team anymore😂,@GoldenGreatnessHD,en,
XS717oc_8T4,28:51 Lilo just woke up my dogs. Now they are looking for this 3rd invisible dog.,@Dragon-ue9ze,en,
XS717oc_8T4,1:21,@hamza-chaudhry,unknown,
XS717oc_8T4,I'm so jealous,@hamza-chaudhry,sl,
XS717oc_8T4,Nice!,@derekmagoc6639,ro,
XS717oc_8T4,Says his travelling alone to share a room with his wife 😂,@adamlee96,en,
Oq69OR1hVqY,Orange are fresh in real life,@isaacsturgess,en,boxing
Oq69OR1hVqY,"the orange ones, NO!  Grey, they're ok.",@Andre.Dirrell,en,boxing
Oq69OR1hVqY,They are indeed ugly af,@jesush.montero8332,en,boxing
Oq69OR1hVqY,"Ew, what the heck is that? That orange design does not look good at all. The grey design is better than the orange, but still bad imo...maybe if they made the sole all black, instead of black/orange. Anyways, what are they thinking?",@AniWho268,en,boxing
Oq69OR1hVqY,I rather wear socks,@iaido01,en,boxing
Oq69OR1hVqY,I second that.,@AniWho268,en,boxing
y8j5fQzxwM8,Ur my inspiration for high jump,@Ejejjfke24wkek2ii3,en,
y8j5fQzxwM8,"Fly Stefan fly
Show us a spirit
That burns so bright",@jjhrkel,en,
y8j5fQzxwM8,феномен,@user-vb4su6ds7y,ru,
y8j5fQzxwM8,😳. Unbelievable!,@jolofreebird3475,da,
y8j5fQzxwM8,"Totaly one and only Stefan Holm ❤ Love this performance. I respect him for his unwavering character, his self-confidence. He told the whole world with his jumping: Yes I can!❤🎉",@HaloZiemia365,en,
y8j5fQzxwM8,Dude that is crazy WOW,@TonyJenny-yy2qm,en,
y8j5fQzxwM8,"Olimpiade Tokyo medalinya berbagi,antara atlet Qatar dan Itali",@juniartoponur2908,id,
y8j5fQzxwM8,I cannot comprehend how a Swedish dude managed to be too short for any sport at all😂,@saptarshimukherjee6717,en,
y8j5fQzxwM8,Nice,@merrybetisty7905,ro,
y8j5fQzxwM8,Wow,@souravgope6726,pl,
euBbP3B4_k4,This is delicious Gaga,@MsShellectable,en,
euBbP3B4_k4,"Aya Nakamura was just 🥵🥵🥵…. MWAH CHEFFS KISS 😚👌🏽👌🏽👌🏽👌🏽

would love to see you do more of her style breakdown (music vids interviews red carpet, ANYTHHNG tbh) !!! she’s always so stunningly dressed",@desigirl567,en,
euBbP3B4_k4,Bio pic does not rhyme with myopic.,@lpeterson2336,en,
euBbP3B4_k4,##freepalestine #fromtherivertotheseapalestinewillbefree #alleyesonrafah #freecongo #freesudan,@julianahaynes4095,en,
euBbP3B4_k4,Insert cawing eagle noise but with a Connecticut accent 🎯💀,@michellesassouni2863,en,
euBbP3B4_k4,Thats some turnout fadhions!! Great looks colors style  etc !!!!!!!!! Impressive!!,@MaryBarrett-ez1sm,en,
euBbP3B4_k4,Bi-OP-ic?,@Sam-lc6vh,ro,
euBbP3B4_k4,Lady Gaga looks like scar jo here,@remij9592,et,
euBbP3B4_k4,"Who else here follows the menswear guy on Twitter and has opinions on the fit of that beige suit? 
(It's too small - you can see it pulling!)",@iloveprivacy8167,en,
euBbP3B4_k4,Was that Pau GASOL?????,@Killuasmom_,en,
9CX1GJB3wdI,"ABOUT LAST NIGHT | Paris 2024 Olympic Games edition ➤ https://bit.ly/4duIrRH
Road to Paris 2024 Olympic Games  ➤ https://bit.ly/3VrYzxh
Top Videos - World Aquatics ➤ https://bit.ly/3w9qYyc
Swimming World Records ➤ https://bit.ly/3UtpMPR",@WorldAquatics,en,swimming
9CX1GJB3wdI,That was brilliant.,@southsun1149,en,swimming
9CX1GJB3wdI,It’s my favorite team 👍✨ viva Espania 😊🇪🇸🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️🏊🏻‍♀️,@zelanfouturomance8582,ca,swimming
9CX1GJB3wdI,WOW... the coordination underwater for the lifts is mind boggling!,@sneakerphotgrapher,en,swimming
9CX1GJB3wdI,Traducir,@HernanQuilo,es,swimming
9CX1GJB3wdI,Trsducir,@HernanQuilo,es,swimming
9CX1GJB3wdI,"Carmina Burina uns de mes opéras favoris, belle association avec Eminem, le  Ballet est très réussi",@carinelallemand7365,fr,swimming
9CX1GJB3wdI,If this is bronze I would hate to see gold. I have a new love for this sport absolutely amazing routine,@user-vy4dv5fl6q,en,swimming
9CX1GJB3wdI,I am convinced artistic swimmers are un-drownable. 😮,@nickim270,en,swimming
9CX1GJB3wdI,"Eminem was not at the judges taste,this is why Spain fidn't get the gold.😂😂😂😂😂😂😂😂😂😂😂",@salmakadiri2349,en,swimming
dSW5c9wzCtw,Good! You deserve it! 😁,@kristindewitt9059,fr,
dSW5c9wzCtw,🤣🤣🤣🤣,@healthandwealthdiva,unknown,
dSW5c9wzCtw,😂😂😂,@MilFerrei,unknown,
dSW5c9wzCtw,You made me laugh! That was a great and comfortable dive! I’m doing the same dive right now! 😂,@mylanallen2120,en,
dSW5c9wzCtw,Sweet^^,@josiproposi,af,
dSW5c9wzCtw,"""10.0"" Stuck the landing😂😂",@PattyYopp,en,
dSW5c9wzCtw,"So you're telling I could have been an olympian. 2028, here I come😂",@lilygibson1761,en,
dSW5c9wzCtw,10  10  10,@jw6180,unknown,
dSW5c9wzCtw,How is possible to be so friggen adorable as a person??! Sweetest people.💝,@flowertree2732,en,
dSW5c9wzCtw,Perfect score!!!,@dianeblajsa1762,en,
vpApCz0i-z4,"Que grandes nuestros españoles
Que orgullo frente al resto del mundo🎉❤",@consueloflores7261,es,cycling
vpApCz0i-z4,Ein toller Kerl vamos rafa❤❤❤❤❤❤,@OliviaBeetz,sv,cycling
vpApCz0i-z4,Nadal feat. Zidane= Naftal? 💾⛽🖤,@unsurprisable,en,cycling
vpApCz0i-z4,NOVAK No1,@brankoadamovic3252,vi,cycling
vpApCz0i-z4,"Sistem odavno ne radi
 Samo zapadnjačke polupismeni osobe  žive u svom sistemu u kome retko drže knjigu u rukama",@radmilajevremovic1736,hr,cycling
vpApCz0i-z4,NOVAK❤❤❤💪,@kovamalovic5795,vi,cycling
vpApCz0i-z4,Znaju svi ko je najtrofejniji  teniser na svetu,@radmilajevremovic1736,hr,cycling
vpApCz0i-z4,"Новак није у систему,никад неће носити пламен и посебно ми је драго због тога.",@sufalc5454,mk,cycling
vpApCz0i-z4,❤️❤️🎾♡ 🙋👩‍🦲♡ ⚽️❤️❤️,@carole-annedekalbermatten9451,unknown,cycling
vpApCz0i-z4,VAMOOOOOOSSS MAESTRO! VAMOOOOOOOOOOOOOOOOOOOS RAFAAAAA 💪🏻🎾🇪🇸❤️THE KING 👑,@cesarfernandezlopez5063,de,cycling
vpApCz0i-z4,Ban israel,@RIZKYIRELAND,id,cycling
F4dTDE5mmmc,C'est un grand homme c'est un dieu,@franckgousse9731,fr,
F4dTDE5mmmc,"Tant que marine lepen est sa bande ne passerons pas au pouvoir, il y aura des talents.",@joegale5783,fr,
F4dTDE5mmmc,Un esprit bien dans un corps sain.🎉,@user-tb6hr3fq6g,fr,
F4dTDE5mmmc,Bravo 🎉🎉🎉,@user-jn3rl9rd5o,sk,
F4dTDE5mmmc,Vive la guadeloupéenne bravo Tedy,@marcillaudwilhelm442,fr,
F4dTDE5mmmc,"La classe ! Trop régulier, rapide comme un éclair, une légende notre Teddy! Merci du fond du coeur ❤",@Filou1508,fr,
F4dTDE5mmmc,Trop facile pour teddy,@90827azerty,en,
F4dTDE5mmmc,Le japonais s'est fait battre comme un débutant,@90827azerty,fr,
F4dTDE5mmmc,Teddy Winer......,@JeffdeBlois,cy,
F4dTDE5mmmc,Mes moi j’ teddy rinner,@ludibrane7281,cy,
Kh62qCPA7rk,LeGandhi,@Triple_KKK_3030,sq,cycling
Kh62qCPA7rk,LeYoda,@noahisuku5338,cy,cycling
Kh62qCPA7rk,Obi Wan Lebron,@RopeRage,de,cycling
Kh62qCPA7rk,The Legend,@franaldo93,en,cycling
Kh62qCPA7rk,You mean before getting carried by curry fried chicken,@mims7829,en,cycling
Kh62qCPA7rk,Nope,@gonzaloramirez7134,en,cycling
CIbOzbhuFms,"L'ha vinto con quella uscita perfetta!!!
Brava!! 👏👏❤️🇮🇹🥇",@tm75_88,it,cycling
CIbOzbhuFms,Meravigliosa 🇮🇹,@leonardociucci8922,it,cycling
CIbOzbhuFms,Bellissima la reazione nel momento in cui realizza di aver vinto. Bravissima Alice!!!,@arzi71,it,cycling
CIbOzbhuFms,"1 Alice D'Amato 🇮🇹
2 China 🇨🇳
3 Esposito Manila 🇮🇹",@leonardo718,it,cycling
CIbOzbhuFms,"Hi, how are you?😊",@StephenDaSilva,so,cycling
CIbOzbhuFms,Alice D'Amato / Italy 🔝✌😍,@ilCALABROneITALYano,en,cycling
CIbOzbhuFms,Ma che bravissima..!,@giancarlocrisciotti7747,it,cycling
CIbOzbhuFms,🎉,@yleniachimetto299,unknown,cycling
CIbOzbhuFms,Bravaaaa❤,@luciaiiiii,et,cycling
CIbOzbhuFms,So happy for you all ladies🎉❤❤I had to search the YouTube to watch the medal ceremony. BBC _ no,@leylacaliskan9604,en,cycling
sWMREf3mk50,"Great video, I love how fake your life is! Please keep sharing!",@royw9522,en,
sWMREf3mk50,❤❤❤❤❤❤❤😊😊😊💯🇺🇸👏🖖,@cjp592,unknown,
sWMREf3mk50,I guess They don’t start gymnasts forever…,@markb6158,en,
sWMREf3mk50,Love y’all’s channel!! God bless you and your family!! Thanks for all the positivity!!!!! 💛💛💛💛💛💛💛💛,@autumnthiergart1146,en,
sWMREf3mk50,❤❤❤,@user-ws4tg7ov1q,unknown,
sWMREf3mk50,Awesomeness 👍🏽👍🏽,@donnaworley5076,en,
sWMREf3mk50,My favourite family on this planet ❤❤❤,@virapiddubna9802,en,
sWMREf3mk50,"I watched the Olympics practally 24/7. During the gymnastics' I  fully expected to see you somewhere, in the stands or on the interview parts. Why were you not shown or interviewed? That would have been a highlight o see. I would have loved. I follow you as much as health allows. God bless you and your family. ❤",@merrisexton9590,en,
sWMREf3mk50,I unsubscribe to you because you both are on TikTok!!!,@maureencallanan7439,en,
sWMREf3mk50,❤❤❤awesome,@sandralee6714,af,
CwzjlmBLfrQ,"Performing his work, but not a single mention of Vangelis",@ahd9084,en,
CwzjlmBLfrQ,12 years and this guy still tickles my funny bones.,@zoolander7201,en,
CwzjlmBLfrQ,"Excelente humorista inglés, Mr. Bean.
Soy una admiradora de su talento .😅😅😅",@CristnaGeier,es,
CwzjlmBLfrQ,Mr Bean is the Goat,@TheChosen2216,en,
CwzjlmBLfrQ,Anyone in 2024,@Ashdonnyandkiki,tl,
CwzjlmBLfrQ,Is anyone there 2024,@renjijoyy,en,
CwzjlmBLfrQ,NAHHH,@harrisonhercock20134,vi,
CwzjlmBLfrQ,He is the only who carry the legacy of charlin Chaplin ❤❤,@UtkarshNarayan-mo2ux,en,
CwzjlmBLfrQ,The story MrBean's grandfather:,@user-tl7jp6pm1s,en,
CwzjlmBLfrQ,vjoNjchjto 🇹🇩🇲🇩🇪🇺😭 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,@ViorelNebunu,unknown,
tkHWkvRr7Ac,Congrats to all the winners,@SableHubTV,en,athletics
tkHWkvRr7Ac,Sifen  must  totaly disqualified  !!!!!!....,@SiyoumTessfa,en,athletics
tkHWkvRr7Ac,She got cut off. You cant block someone's path of running. Her opponent should've given her a little space.,@RS-zp1we,en,athletics
tkHWkvRr7Ac,Bye Felicia,@rayfactor1236,es,athletics
6_BmSJP3uCU,HELL NO,@altheaarmstrong5853,vi,athletics
6_BmSJP3uCU,Noah is very talented❤,@SupunGems-fx6ft,en,athletics
6_BmSJP3uCU,Love Noah😅,@qwerty7761,en,athletics
6_BmSJP3uCU,I love Lyles. He would've run a 19.3 without covid. LA28 🇺🇸,@JL-ec1by,en,athletics
6_BmSJP3uCU,Reminds me of THE BLACK PANTHER ❤❤❤❤❤❤❤,@olawilliams25,en,athletics
6_BmSJP3uCU,“They said I wasnt the one”,@keahong84,en,athletics
6_BmSJP3uCU,"""But I thank God that I am"" 🔥🔥",@StickIQ,en,athletics
6_BmSJP3uCU,He won gold in the 2024 Paris Olympics 200 meters race and bronze in the 100 meters 🎉 amazing races 🎉❤,@patricia-annecockburn9656,en,athletics
6_BmSJP3uCU,OMG i watched the olyimpics he smashed it but the thomas guy he was the fastest man in the world but now lyles is😂😂❤❤😊,@carolynhobbs5827,en,athletics
6_BmSJP3uCU,"They cut out the ""but I thank God that I am"" 😔",@jtb2611,en,athletics
6_BmSJP3uCU,❤,@Vishal77885,unknown,athletics
otLM26TEf68,How do you create these?,@Kandle_we,en,
otLM26TEf68,great animation,@Slippysalsa,en,
otLM26TEf68,I have a video idea you should do every continent races so like north america x south america x europe x africa x asia x Oceania,@banathegoat,en,
otLM26TEf68,Bolt already knew  he’s gonna win💀,@Memeguy4u70,en,
otLM26TEf68,Lyles is slow compared to Bolt,@aaronmbaye6498,en,
otLM26TEf68,Not really,@joewritemusic,en,
otLM26TEf68,"​@joewritemusic  Yes, he is !",@coconut10006,en,
otLM26TEf68,“Slow” is relative,@bkballa989,en,
otLM26TEf68,Anyone is to be fair,@AidanMoore-y1u,en,
otLM26TEf68,@@bkballa989thats why he said “compared to Bolt” lmao,@internettrash437,en,
otLM26TEf68,W,@Taxman123,sw,
uQu5Hxd9k1w,Tokyo❤❤,@user-ev6wq9td9o,lt,
uQu5Hxd9k1w,"Bhla ho para atheletes ka, jo yeh medal hamari country me bhi aaye wrna normal atheletes ne toh duba hi Diya tha..",@Danish_khan12392,en,
uQu5Hxd9k1w,Are these Ryan Murphys medals,@PP-3b2ox,en,
uQu5Hxd9k1w,❤❤❤❤❤❤,@freeformcklok9862,unknown,
uQu5Hxd9k1w,It looks delicious 🤤,@Dont_check_description.,en,
uQu5Hxd9k1w,La peor medalla es la de parís 😮,@anacruzlugomagallanes6155,es,
uQu5Hxd9k1w,Yuwan ke medal,@Bittu-ce9ou,id,
uQu5Hxd9k1w,And rust tooo.,@ecotech2991,et,
uQu5Hxd9k1w,OLYMPIC CHAMPION 🥇🇺🇸,@Glare469,pt,
uQu5Hxd9k1w,See you on the podium in 2032,@aeshavasani3291,en,
bXcSKC7JmDs,"Should be a perfect 10, still can see 8.5 on the score board...wat the f......😤",@chanwaiwung4124,en,
bXcSKC7JmDs,@@chanwaiwung4124 agree. faintly any splash,@nitrosportschannel,en,
bXcSKC7JmDs,Whoa ! Awesome 👏🏿,@Citizen_danso,en,
bXcSKC7JmDs,indeed,@nitrosportschannel,nl,
bXcSKC7JmDs,Humanely Impossible !!  I think this little girl needs to take doping test. 😂,@Bejimac,en,
bXcSKC7JmDs,Male or female. Goat. Love her,@caradeparcha,en,
bXcSKC7JmDs,@@caradeparcha indeed she is,@nitrosportschannel,en,
bXcSKC7JmDs,it wasn't that straight entering the pool,@ZenTurtle,en,
bXcSKC7JmDs,@@ZenTurtle that is why it is more amazing because there was hardly any splash inspite of her feet not straight.,@nitrosportschannel,en,
bXcSKC7JmDs,絕了，這小女子神奇得不可思意，跳水的天花板了,@user-tz5ej9vf4l,ko,
bXcSKC7JmDs,dominating world of diving,@nitrosportschannel,en,
bXcSKC7JmDs,Speechless.... incredible n amazing ❤️❤️❤️,@teyaichoo2041,en,
bXcSKC7JmDs,indeed and she is still young. she can still improve .,@nitrosportschannel,en,
bXcSKC7JmDs,❤❤❤🧸🧸🧸♥️♥️♥️,@alphonsuscheah7593,unknown,
bXcSKC7JmDs,@@alphonsuscheah7593 she is great. and she is getting better,@nitrosportschannel,en,
bXcSKC7JmDs,👏👏👏💪💪💪👍👍👍🌹🌹🌹,@kwancheung5874,unknown,
bXcSKC7JmDs,@@kwancheung5874 she is getting better and better,@nitrosportschannel,de,
bXcSKC7JmDs,她跳水完全完美，落水那dup一聲，簡直享受。,@VKimTaetae,zh-tw,
bXcSKC7JmDs,@@VKimTaetae amazing diver,@nitrosportschannel,it,
K6l4oA_EPiI,Literally .01 second mattered here 😮,@-RoshanVerma,en,
K6l4oA_EPiI,Other than cricket we need variety of sports also 😮😮😮,@deshmukh_ljd,en,
K6l4oA_EPiI,Why Indian government not featuring sports like this in India ??😮😮😮,@deshmukh_ljd,en,
K6l4oA_EPiI,Mhn,@michellewarmling8181,de,
K6l4oA_EPiI,MOakoabaoboaJOjMBB,@michellewarmling8181,sw,
K6l4oA_EPiI,Justice for vinesh phogat,@faisalzafar291,en,
K6l4oA_EPiI,When india participate those sports 😢,@JOYYboyy-kq3mg,en,
K6l4oA_EPiI,Last jump made the difference.. not so difference,@MDkmwt,en,
K6l4oA_EPiI,Priyanka Gandhi lag rhi thi ek wrestler 😢,@user-im1mt1xv6h,id,
K6l4oA_EPiI,What's Priyanka Gandhi doing there,@blackthebest9959,en,
wz4ENFlnqBQ,🇫🇷🇫🇷🇫🇷👏👏,@mattheone2297,unknown,
wz4ENFlnqBQ,"Teddy Riner a remis à sa place. 
D'un sang-froid EXTRAORDINAIRE !!! 

Respect !!! 🎉",@zukoulou7464,en,
wz4ENFlnqBQ,BravooooooTeddy Riner❤❤❤❤❤😂😂😂😂🎉🎉🎉😊😊😊😊,@nicoletteboucaud2705,nl,
wz4ENFlnqBQ,"Bravo teddy, tu as montré au monde entier les belles valeurs que tu défends.",@bertrandguillemot5087,fr,
wz4ENFlnqBQ,IL VA FINIR AUX PCS JAUNE,@lausevduthibetran429,de,
wz4ENFlnqBQ,"Lui,pour le JUDO,banni à vie,et si cela avait été un islandais..martiens; PAREIL",@TheSabre9901,fr,
wz4ENFlnqBQ,La grande classe Teddy!!!,@Cristina-tt1jo,en,
wz4ENFlnqBQ,Avec sa taille ...si il n est pas calme il y aura un tsunami ...par contre il calme l adversaire 😅,@soniaayadi4647,fr,
wz4ENFlnqBQ,"Ce géorgien est juste un mauvais perdant. Fort dans la performance, faible dans le mental.",@alexandrehuat773,fr,
wz4ENFlnqBQ,Bravo Teddy Riner nous t’aimons. Brave et courageux,@delblondmarie-flore1650,fr,
TxrmYKla76M,"""tient pas sa raquette comme il faut 2/20""",@dorgeshuun,fr,
TxrmYKla76M,👍,@LIVIOUTOU,unknown,
TxrmYKla76M,à mon avis il a eu que des 20 🎉🎉,@Lollipop-p1x,fr,
TxrmYKla76M,"Ça veut dire que tu vas le passer, en ping je suppose ?

Imagine un peu la tête du candidat au bac qui va être évalué sur un match contre toi 😂",@brixy-detente-multigaming8728,fr,
TxrmYKla76M,"Félix  tu nous a fait aimer le ping-pong encore plus , tu es un super 🏅 olympique, ❤❤",@michelputigny4020,fr,
TxrmYKla76M,"Lui il a eu 14
La meuf qui sait pas tenir la raquette elle a eu 18",@terkos3734,fr,
TxrmYKla76M,"Il fait médaille de bronze aux JO donc la question.....^^ . Le problème avec votre discipline.... Les Chisois. Mais bravo Félix et Alexis vous faites rayonner la France.
Oui un prof paye 1500 euros te dira "" peux faire mieux....""",@chrisg7205,fr,
TxrmYKla76M,2 médaille de bronze aux JO a 17 ans tu es le meilleur joueur de ping pong,@joseguyomarch8108,fr,
TxrmYKla76M,Félix Magique ❤,@user-ph4io7ek8m,fr,
TxrmYKla76M,Ca va mon frère 🤭,@user-eo9vk5du6n,ca,
e7i9xAHZqd4,Hes hot I definitely would,@dtupaea4128,en,gymnastics
e7i9xAHZqd4,"Just, wow!!!!",@Pamflute1,pl,gymnastics
e7i9xAHZqd4,❤,@user-hy8lc1hk9o,unknown,gymnastics
e7i9xAHZqd4,"He’s that nerd in the movie that becomes a hottie when he takes his glasses off, but in real life.",@GKFF9872,en,gymnastics
e7i9xAHZqd4,"This is why he was made for this sport. He treats it like a problem to solve, he is consistent and persistent.",@fairytale143,en,gymnastics
e7i9xAHZqd4,I was unaware of pommel horse. Thank you! Congratulations 🎉 ( Although I did get carpal tunnel of the shoulders watching you!!) 💪🌹,@user-mw2nh4ys4l,en,gymnastics
e7i9xAHZqd4,So many daddies,@aeroTnz,so,gymnastics
e7i9xAHZqd4,More he knows to add more difficulty for the 2028 Olympics,@OoOMonkeyCoFreakOoO,en,gymnastics
e7i9xAHZqd4,Stephen is a precious cutie patootie. America’s sweetheart ❤,@prettygirlpandora,en,gymnastics
e7i9xAHZqd4,"I love his double personality
So cute and adorable
And so focused and badass",@serenitynow85,en,gymnastics
1sNMPpi7weI,"Oh my god I love his , his content is so great❤❤❤",@sapnachauhan911,en,
1sNMPpi7weI,You met Loic❤ Love his videos🎉,@nirupmamandi7803,fr,
1sNMPpi7weI,Nice from Austria 🎉,@Breakout_Takebreak_Austria,en,
1sNMPpi7weI,😂😂😭😭🔥🔥,@GreatExplorer-em2gq,unknown,
1sNMPpi7weI,Karishma ❌ Gaa-rishma✅,@Aleenashaikh2012,sq,
1sNMPpi7weI,Di aapki family  ❤❤ nhi he kya ❤,@user-gd7ev4zh9f,sw,
1sNMPpi7weI,Waooo olampik 😊,@Rawatji_uk.01,et,
1sNMPpi7weI,But why such clothes ?.,@bhavishaysiddhu4204,en,
1sNMPpi7weI,What is youar cantri,@sunilnavale6367,en,
1sNMPpi7weI,What is youar cantri,@sunilnavale6367,en,
mLNZD5spMXE,Christ this is still terrible in comparison to actual break dancers,@wisewisdomtooth,en,cycling
mLNZD5spMXE,That’s an only fans dance not break dancing,@Tonystarkes888,en,cycling
mLNZD5spMXE,Australia’s Olympic candidate 2028. Aussies not playin’ this time. They coming for the gold.,@CryptoX-kr3wu,en,cycling
mLNZD5spMXE,😅😂 is this a joke!  I decided not to watch the Olympics n I made the right choice! From what I’ve seen social media 😂,@celinesbaldrich519,en,cycling
mLNZD5spMXE,Thanks for still showing support through social media lol imb3cile 🤣,@jazzyjaz9108,en,cycling
mLNZD5spMXE,Parece audición para Acapulco Short jajajjaja,@conio_bonito,es,cycling
mLNZD5spMXE,Wow… we just got served 😂,@JonCinnaBonJovi,en,cycling
mLNZD5spMXE,Delete it,@shanzky,nl,cycling
mLNZD5spMXE,"Well your ready for the olympics..
Good luck...you could win with that performance..🤭",@stevedent4701,en,cycling
mLNZD5spMXE,She just wanted to do the split,@jaybrennan7099,en,cycling
mLNZD5spMXE,What the hell is this,@Sitheonly,en,cycling
cMGapU-UwtM,🤩🤩,@Ruagdjr4fjff7,unknown,cycling
4sDtDblsMaQ,"the STORY of the video is fake
she was earn the gold skying before snow gold medal.
and she was praticting both since a long time ago",@david.k.9599,en,
kFq_01hYaJ4,男でも惚れる🎉,@user-xm7in2jg8c,ja,
kFq_01hYaJ4,L😅vin having ❤ skate boarding in the Olympics!,@Irisseesall,en,
kFq_01hYaJ4,Bravo,@Rulyo38,sk,
kFq_01hYaJ4,Olimpic sport? 😂,@aabm23,ro,
kFq_01hYaJ4,Feeling jealous 😊 I want to be there,@Gourav.Nishad,en,
kFq_01hYaJ4,See his back ... You can see his efforts,@YuvrajJain-d7v,en,
kFq_01hYaJ4,America missed out when they looked over my boy,@DemetriWilson-i8f,en,
kFq_01hYaJ4,そのシャツはクールです,@TheBobbyfresh09,ja,
kFq_01hYaJ4,Wow.,@francisnguyen6349,pl,
kFq_01hYaJ4,full cab to bluntslide in a competition run is just crazy,@yancieb,en,
kFq_01hYaJ4,For real,@vermili0n,en,
0mdMgW5vaao,Por primera vez en su reputa vida tiene un poco de razón la Nico,@thecubano9484,es,
0mdMgW5vaao,Todo libro malo entre sus páginas siempre hay algo bueno.,@delioramontorresrodriguez1154,es,
0mdMgW5vaao,Pero Maduro no es de izquierdas?,@gorrarica9282,es,
0mdMgW5vaao,"P JUEGOS PARA DISTRAER LAS GUERRAS Y LA MATAZON EN PALESTINA,, SON UNA BASURA",@alfonsososa7720,de,
0mdMgW5vaao,Eso es verdad y todos criticamos,@ferminsanchez_elalcaldedea4110,es,
0mdMgW5vaao,"Aunque odio al dictador, en esto le doy la razón ...",@domianm,es,
0mdMgW5vaao,Tiene mucha razón!!,@javiercosta5742,es,
0mdMgW5vaao,Porfin dijo algo cierto  aunque el es un corrupto y dictador pero es lo único bueno que ha dicho,@rolandohernandez1541,es,
0mdMgW5vaao,Primera vez concuerdo con ud.Dictador de Venezuela😢,@user-xc6bc5gr5n,es,
0mdMgW5vaao,Este señor solo es loro ... se llena la boca hablando nuestro señor jesucristo. Todo lo que ha robado y las muertes que tiene en su lista de vida,@SantosRios-u9q,es,
PYSLYZBm5u8,It's  giving kallmekris vibes,@GabrielleHarris-m9u,da,heptathlon
PYSLYZBm5u8,"As soon as she done this throw, she should have done the brake dancing as well and won gold😂",@erikscrase579,en,heptathlon
PYSLYZBm5u8,Now im curious how far she threw. It didnt look very powerful.,@wvonk9636,en,heptathlon
PYSLYZBm5u8,😂😂😂😂,@onaona.,unknown,heptathlon
PYSLYZBm5u8,10/10,@sebastian-mn6vt,unknown,heptathlon
PYSLYZBm5u8,why women earn less,@SixDasher,en,heptathlon
PYSLYZBm5u8,You should be DJ-ing for the Olympics 2028 ....,@wamboieverlynewanjiru240,en,heptathlon
PYSLYZBm5u8,"""Javelin Jack Spearo""
""There should be a captain in there somewhere""",@jollyturtles1444,en,heptathlon
PYSLYZBm5u8,Don't copy others video sh*t,@Lana-t1y,en,heptathlon
PYSLYZBm5u8,I love it😂🙏,@sagarpawar132,sl,heptathlon
OcBQ7-KXQQQ,Episodi come questi mi riconciliano con lo sport moderno,@stefanoaggio234,it,cycling
OcBQ7-KXQQQ,❤❤❤,@magdaschmitt9124,unknown,cycling
OcBQ7-KXQQQ,Wow! What an incredibile individual!,@bluearmy4228,en,cycling
OcBQ7-KXQQQ,Incredible example for younger generations and great inspiration to play table tennis!,@user-ft5ye9io2x,en,cycling
OcBQ7-KXQQQ,"Ich glaube, ich würde auch gegen sie verlieren 😂",@schoeferfilm,de,cycling
